"site","period","spp","dens","norm"
"3",18,"calred",4,-1.22184725564883
"3",18,"encrust",80,1.54869107398113
"3",18,"folred",0,-0.701787636537223
"3",19,"brown",0,-0.827375424382398
"3",19,"calred",6.5,-0.905612270462994
"3",19,"encrust",82,1.68412523826029
"3",19,"folred",0,-0.701787636537223
"3",20,"brown",NA,NA
"3",20,"calred",NA,NA
"3",20,"encrust",NA,NA
"3",20,"folred",NA,NA
"3",21,"brown",0,-0.827375424382398
"3",21,"calred",6,-0.968859267500161
"3",21,"encrust",71.5,0.973095875794675
"3",21,"folred",0.5,-0.652304614623161
"3",22,"brown",0,-0.827375424382398
"3",22,"calred",9.4445,-0.533150704911117
"3",22,"encrust",70,0.871520252585301
"3",22,"folred",0.5556,-0.646802102586318
"3",23,"brown",0,-0.827375424382398
"3",23,"calred",7,-0.842365273425827
"3",23,"encrust",75,1.21010566328321
"3",23,"folred",0.5,-0.652304614623161
"3",24,"brown",0,-0.827375424382398
"3",24,"calred",9.5,-0.526130288239992
"3",24,"encrust",75.5,1.243964204353
"3",24,"folred",0.5,-0.652304614623161
"3",25,"brown",0.5,-0.788222837335731
"3",25,"calred",7,-0.842365273425827
"3",25,"encrust",75,1.21010566328321
"3",25,"folred",4.5,-0.256440439310666
"3",26,"brown",NA,NA
"3",26,"calred",NA,NA
"3",26,"encrust",NA,NA
"3",26,"folred",NA,NA
"3",27,"brown",3.5,-0.553307315055728
"3",27,"calred",15,0.169586679168846
"3",27,"encrust",66,0.600651924026971
"3",27,"folred",2.5,-0.454372526966914
"3",28,"brown",11,0.0339814906442771
"3",28,"calred",11,-0.33638929712849
"3",28,"encrust",67,0.668369006166554
"3",28,"folred",3.5,-0.35540648313879
"3",29,"brown",2,-0.67076507619573
"3",29,"calred",16.5,0.359327670280348
"3",29,"encrust",72.5,1.04081295793426
"3",29,"folred",0,-0.701787636537223
"3",30,"brown",29.5,1.48262721137096
"3",30,"calred",11.5,-0.273142300091323
"3",30,"encrust",51,-0.415104308066766
"3",30,"folred",3,-0.404889505052852
"3",31,"brown",36,1.99161084297763
"3",31,"calred",14,0.0430926850945121
"3",31,"encrust",78.5,1.44711545077175
"3",31,"folred",0,-0.701787636537223
"3",32,"brown",31,1.60008497251096
"3",32,"calred",17,0.422574667317515
"3",32,"encrust",54,-0.211953061648018
"3",32,"folred",5.5,-0.157474395482542
"3",33,"brown",18.5,0.621270296344283
"3",33,"calred",16,0.29608067324318
"3",33,"encrust",43,-0.956840965183426
"3",33,"folred",2.5,-0.454372526966914
"3",34,"brown",20,0.738728057484284
"3",34,"calred",20.5,0.865303646577684
"3",34,"encrust",61,0.262066513329059
"3",34,"folred",3,-0.404889505052852
"3",35,"brown",21.5,0.856185818624285
"3",35,"calred",20,0.802056649540517
"3",35,"encrust",56,-0.0765188973688535
"3",35,"folred",1.5,-0.553338570795037
"3",36,"brown",30,1.52177979841762
"3",36,"calred",22,1.05504463768919
"3",36,"encrust",53.5,-0.24581160271781
"3",36,"folred",4,-0.305923461224728
"3",37,"brown",18,0.582117709297616
"3",37,"calred",24.5,1.37127962287502
"3",37,"encrust",52.5,-0.313528684857392
"3",37,"folred",1.5,-0.553338570795037
"3",38,"brown",5.5,-0.39669696686906
"3",38,"calred",19.5,0.73880965250335
"3",38,"encrust",70.5,0.905378793655092
"3",38,"folred",0,-0.701787636537223
"3",39,"brown",4.5,-0.475002140962394
"3",39,"calred",12,-0.209895303054156
"3",39,"encrust",76,1.2778227454228
"3",39,"folred",0.5,-0.652304614623161
"3",40,"brown",NA,NA
"3",40,"calred",NA,NA
"3",40,"encrust",NA,NA
"3",40,"folred",NA,NA
"3",41,"brown",0,-0.827375424382398
"3",41,"calred",5.5,-1.03210626453733
"3",41,"encrust",79.5,1.51483253291133
"3",41,"folred",0.5,-0.652304614623161
"3",42,"brown",26.5,1.24771168909096
"3",42,"calred",4,-1.22184725564883
"3",42,"encrust",71,0.939237334724884
"3",42,"folred",3.5,-0.35540648313879
"3",43,"brown",8,-0.200934031635725
"3",43,"calred",6,-0.968859267500161
"3",43,"encrust",73,1.07467149900405
"3",43,"folred",0,-0.701787636537223
"3",44,"brown",1,-0.749070250289064
"3",44,"calred",3.5,-1.285094252686
"3",44,"encrust",67.5,0.702227547236345
"3",44,"folred",0.5,-0.652304614623161
"3",45,"brown",0.5,-0.788222837335731
"3",45,"calred",6.5,-0.905612270462994
"3",45,"encrust",56,-0.0765188973688535
"3",45,"folred",2.5,-0.454372526966914
"3",46,"brown",68,4.49737641396432
"3",46,"calred",17,0.422574667317515
"3",46,"encrust",38.5,-1.26156783481155
"3",46,"folred",4.5,-0.256440439310666
"3",47,"brown",12,0.112286664737611
"3",47,"calred",4,-1.22184725564883
"3",47,"encrust",53.5,-0.24581160271781
"3",47,"folred",0,-0.701787636537223
"3",48,"brown",NA,NA
"3",48,"calred",NA,NA
"3",48,"encrust",NA,NA
"3",48,"folred",NA,NA
"3",49,"brown",NA,NA
"3",49,"calred",NA,NA
"3",49,"encrust",NA,NA
"3",49,"folred",NA,NA
"3",50,"brown",1,-0.749070250289064
"3",50,"calred",8.5,-0.652624282314326
"3",50,"encrust",53.5,-0.24581160271781
"3",50,"folred",7,-0.00902532974035578
"3",51,"brown",0,-0.827375424382398
"3",51,"calred",1.5,-1.53808224083467
"3",51,"encrust",48,-0.618255554485513
"3",51,"folred",6.5,-0.0585083516544178
"3",52,"brown",12,0.112286664737611
"3",52,"calred",6.5,-0.905612270462994
"3",52,"encrust",38.5,-1.26156783481155
"3",52,"folred",32.5,2.51460878787681
"3",53,"brown",7.5,-0.240086618682392
"3",53,"calred",8.5,-0.652624282314326
"3",53,"encrust",47,-0.685972636625096
"3",53,"folred",15.5,0.832186042798698
"3",54,"brown",5,-0.435849553915727
"3",54,"calred",5.5,-1.03210626453733
"3",54,"encrust",44.5,-0.855265341974052
"3",54,"folred",22,1.4754653276815
"3",55,"brown",23.5,1.01279616681095
"3",55,"calred",16.5,0.359327670280348
"3",55,"encrust",32,-1.70172886871883
"3",55,"folred",33,2.56409180979087
"3",56,"brown",NA,NA
"3",56,"calred",NA,NA
"3",56,"encrust",NA,NA
"3",56,"folred",NA,NA
"3",57,"brown",0,-0.827375424382398
"3",57,"calred",10.5,-0.399636294165657
"3",57,"encrust",51,-0.415104308066766
"3",57,"folred",24,1.67339741533775
"3",58,"brown",NA,NA
"3",58,"calred",NA,NA
"3",58,"encrust",NA,NA
"3",58,"folred",NA,NA
"3",59,"brown",NA,NA
"3",59,"calred",NA,NA
"3",59,"encrust",NA,NA
"3",59,"folred",NA,NA
"3",60,"brown",12.5,0.151439251784278
"3",60,"calred",10,-0.462883291202825
"3",60,"encrust",41,-1.09227512946259
"3",60,"folred",25,1.77236345916588
"3",61,"brown",3,-0.592459902102396
"3",61,"calred",16,0.29608067324318
"3",61,"encrust",55.5,-0.110377438438645
"3",61,"folred",40,3.25685411658773
"3",62,"brown",NA,NA
"3",62,"calred",NA,NA
"3",62,"encrust",NA,NA
"3",62,"folred",NA,NA
"3",63,"brown",15,0.347202187017613
"3",63,"calred",12,-0.209895303054156
"3",63,"encrust",45.5,-0.78754825983447
"3",63,"folred",17.5,1.03011813045495
"4",1,"brown",0,-0.489188924510182
"4",1,"calred",18.5,-0.164661242917767
"4",1,"encrust",9.5,-1.15531165297207
"4",1,"folred",7.5,-1.03602223249029
"4",2,"brown",0,-0.489188924510182
"4",2,"calred",24.5,0.751015912820061
"4",2,"encrust",19,0.442648142901175
"4",2,"folred",29.5,1.57537853040986
"4",3,"brown",0,-0.489188924510182
"4",3,"calred",27.5,1.20885449068897
"4",3,"encrust",12.5,-0.650692770064727
"4",3,"folred",25,1.0412283743621
"4",4,"brown",0,-0.489188924510182
"4",4,"calred",20.5,0.140564475661509
"4",4,"encrust",11,-0.903002211518397
"4",4,"folred",19.5,0.388378183637063
"4",5,"brown",8.5,5.15395474037513
"4",5,"calred",18.5,-0.164661242917767
"4",5,"encrust",16,-0.0619707400061644
"4",5,"folred",18,0.210328131621144
"4",6,"brown",1,0.174710330182208
"4",6,"calred",21.5,0.293177334951147
"4",6,"encrust",15,-0.230177034308611
"4",6,"folred",13.5,-0.323822024426613
"4",7,"brown",0,-0.489188924510182
"4",7,"calred",31,1.74299949820271
"4",7,"encrust",25,1.45188590871585
"4",7,"folred",14,-0.264472007087973
"4",8,"brown",0,-0.489188924510182
"4",8,"calred",30.5,1.66669306855789
"4",8,"encrust",29,2.12471108592564
"4",8,"folred",15.5,-0.0864219550720542
"4",9,"brown",0,-0.489188924510182
"4",9,"calred",16,-0.546193391141862
"4",9,"encrust",10,-1.07120850582084
"4",9,"folred",6.5,-1.15472226716757
"4",10,"brown",0,-0.489188924510182
"4",10,"calred",13,-1.00403196901078
"4",10,"encrust",7.5,-1.49172424157696
"4",10,"folred",0.5,-1.86692247523124
"4",11,"brown",0,-0.489188924510182
"4",11,"calred",13.5,-0.927725539365957
"4",11,"encrust",9,-1.23941480012329
"4",11,"folred",4.5,-1.39212233652213
"4",12,"brown",3.5,1.83445846691318
"4",12,"calred",29,1.43777377962343
"4",12,"encrust",13.5,-0.482486475762281
"4",12,"folred",9,-0.85797218047437
"4",13,"brown",1,0.174710330182208
"4",13,"calred",14.5,-0.775112680076319
"4",13,"encrust",24.5,1.36778276156463
"4",13,"folred",15.5,-0.0864219550720542
"4",14,"brown",0.5,-0.157239297163987
"4",14,"calred",15.5,-0.622499820786681
"4",14,"encrust",15.5,-0.146073887157388
"4",14,"folred",13,-0.383172041765253
"4",15,"brown",0,-0.489188924510182
"4",15,"calred",18,-0.240967672562586
"4",15,"encrust",11.5,-0.818899064367173
"4",15,"folred",5.5,-1.27342230184485
"4",16,"brown",1.5,0.506659957528403
"4",16,"calred",20,0.0642580460166899
"4",16,"encrust",26.5,1.70419535016952
"4",16,"folred",11,-0.620572111119811
"4",17,"brown",0,-0.489188924510182
"4",17,"calred",18.5,-0.164661242917767
"4",17,"encrust",17,0.106235554296282
"4",17,"folred",3.5,-1.51082237119941
"4",18,"brown",2.5,1.17055921222079
"4",18,"calred",28,1.28516092033379
"4",18,"encrust",17,0.106235554296282
"4",18,"folred",22.5,0.744478287668901
"4",19,"brown",4,2.16640809425938
"4",19,"calred",16.5,-0.469886961497043
"4",19,"encrust",18.5,0.358544995749952
"4",19,"folred",18,0.210328131621144
"4",20,"brown",NA,NA
"4",20,"calred",NA,NA
"4",20,"encrust",NA,NA
"4",20,"folred",NA,NA
"4",21,"brown",0,-0.489188924510182
"4",21,"calred",18,-0.240967672562586
"4",21,"encrust",14,-0.398383328611057
"4",21,"folred",8,-0.976672215151649
"4",22,"brown",0,-0.489188924510182
"4",22,"calred",15.5,-0.622499820786681
"4",22,"encrust",24.5,1.36778276156463
"4",22,"folred",9,-0.85797218047437
"4",23,"brown",0.5,-0.157239297163987
"4",23,"calred",21,0.216870905306328
"4",23,"encrust",12.5,-0.650692770064727
"4",23,"folred",16,-0.0270719377334145
"4",24,"brown",0.5,-0.157239297163987
"4",24,"calred",26,0.979935201754518
"4",24,"encrust",15,-0.230177034308611
"4",24,"folred",13,-0.383172041765253
"4",25,"brown",5,2.83030734895177
"4",25,"calred",19.5,-0.0120483836281291
"4",25,"encrust",14.5,-0.314280181459834
"4",25,"folred",21.5,0.625778252991622
"4",26,"brown",0.5,-0.157239297163987
"4",26,"calred",20,0.0642580460166899
"4",26,"encrust",22.5,1.03137017295974
"4",26,"folred",17.5,0.150978114282505
"4",27,"brown",0.5,-0.157239297163987
"4",27,"calred",22.5,0.445790194240785
"4",27,"encrust",17,0.106235554296282
"4",27,"folred",13,-0.383172041765253
"4",28,"brown",0,-0.489188924510182
"4",28,"calred",25,0.82732234246488
"4",28,"encrust",16.5,0.0221324071450588
"4",28,"folred",9,-0.85797218047437
"4",29,"brown",0,-0.489188924510182
"4",29,"calred",22.5,0.445790194240785
"4",29,"encrust",22,0.947267025808514
"4",29,"folred",12.5,-0.442522059103892
"4",30,"brown",2,0.838609584874597
"4",30,"calred",29,1.43777377962343
"4",30,"encrust",22,0.947267025808514
"4",30,"folred",13.5,-0.323822024426613
"4",31,"brown",2.5,1.17055921222079
"4",31,"calred",25.5,0.903628772109699
"4",31,"encrust",17,0.106235554296282
"4",31,"folred",8.5,-0.91732219781301
"4",32,"brown",0,-0.489188924510182
"4",32,"calred",19,-0.0883548132729481
"4",32,"encrust",15.5,-0.146073887157388
"4",32,"folred",20.5,0.507078218314343
"4",33,"brown",0.5,-0.157239297163987
"4",33,"calred",24.5,0.751015912820061
"4",33,"encrust",16,-0.0619707400061644
"4",33,"folred",21.5,0.625778252991622
"4",34,"brown",0,-0.489188924510182
"4",34,"calred",15,-0.6988062504315
"4",34,"encrust",13,-0.566589622913504
"4",34,"folred",16.5,0.0322780796052252
"4",35,"brown",0,-0.489188924510182
"4",35,"calred",28.5,1.36146734997861
"4",35,"encrust",14.5,-0.314280181459834
"4",35,"folred",25,1.0412283743621
"4",36,"brown",2,0.838609584874597
"4",36,"calred",37.5,2.73498308358535
"4",36,"encrust",17.5,0.190338701447505
"4",36,"folred",7.5,-1.03602223249029
"4",37,"brown",1.5,0.506659957528403
"4",37,"calred",33,2.04822521678198
"4",37,"encrust",28.5,2.04060793877442
"4",37,"folred",17,0.0916280969438649
"4",38,"brown",0,-0.489188924510182
"4",38,"calred",21.5,0.293177334951147
"4",38,"encrust",25,1.45188590871585
"4",38,"folred",5.5,-1.27342230184485
"4",39,"brown",NA,NA
"4",39,"calred",NA,NA
"4",39,"encrust",NA,NA
"4",39,"folred",NA,NA
"4",40,"brown",0.5,-0.157239297163987
"4",40,"calred",16,-0.546193391141862
"4",40,"encrust",12,-0.73479591721595
"4",40,"folred",10.5,-0.679922128458451
"4",41,"brown",0,-0.489188924510182
"4",41,"calred",20,0.0642580460166899
"4",41,"encrust",20.5,0.694957584354845
"4",41,"folred",9,-0.85797218047437
"4",42,"brown",1.5,0.506659957528403
"4",42,"calred",21.5,0.293177334951147
"4",42,"encrust",18.5,0.358544995749952
"4",42,"folred",13,-0.383172041765253
"4",43,"brown",0.5,-0.157239297163987
"4",43,"calred",21.5,0.293177334951147
"4",43,"encrust",21.5,0.863163878657291
"4",43,"folred",25,1.0412283743621
"4",44,"brown",0,-0.489188924510182
"4",44,"calred",17.5,-0.317274102207405
"4",44,"encrust",18.5,0.358544995749952
"4",44,"folred",12.5,-0.442522059103892
"4",45,"brown",0,-0.489188924510182
"4",45,"calred",22.5,0.445790194240785
"4",45,"encrust",14,-0.398383328611057
"4",45,"folred",20,0.447728200975703
"4",46,"brown",0,-0.489188924510182
"4",46,"calred",15.5,-0.622499820786681
"4",46,"encrust",13,-0.566589622913504
"4",46,"folred",12,-0.501872076442532
"4",47,"brown",0,-0.489188924510182
"4",47,"calred",14.5,-0.775112680076319
"4",47,"encrust",8,-1.40762109442574
"4",47,"folred",14,-0.264472007087973
"4",48,"brown",NA,NA
"4",48,"calred",NA,NA
"4",48,"encrust",NA,NA
"4",48,"folred",NA,NA
"4",49,"brown",0,-0.489188924510182
"4",49,"calred",19.5,-0.0120483836281291
"4",49,"encrust",11,-0.903002211518397
"4",49,"folred",26,1.15992840903938
"4",50,"brown",0,-0.489188924510182
"4",50,"calred",14.5,-0.775112680076319
"4",50,"encrust",13,-0.566589622913504
"4",50,"folred",9,-0.85797218047437
"4",51,"brown",0,-0.489188924510182
"4",51,"calred",15.5,-0.622499820786681
"4",51,"encrust",14,-0.398383328611057
"4",51,"folred",11.5,-0.561222093781172
"4",52,"brown",0,-0.489188924510182
"4",52,"calred",14,-0.851419109721138
"4",52,"encrust",7.5,-1.49172424157696
"4",52,"folred",18.5,0.269678148959784
"4",53,"brown",0.5,-0.157239297163987
"4",53,"calred",15.5,-0.622499820786681
"4",53,"encrust",8.5,-1.32351794727451
"4",53,"folred",40.5,2.88107891185993
"4",54,"brown",0,-0.489188924510182
"4",54,"calred",15,-0.6988062504315
"4",54,"encrust",13,-0.566589622913504
"4",54,"folred",20,0.447728200975703
"4",55,"brown",0,-0.489188924510182
"4",55,"calred",10.5,-1.38556411723487
"4",55,"encrust",18.5,0.358544995749952
"4",55,"folred",30,1.6347285477485
"4",56,"brown",0,-0.489188924510182
"4",56,"calred",7,-1.9197091247486
"4",56,"encrust",12.5,-0.650692770064727
"4",56,"folred",29.5,1.57537853040986
"4",57,"brown",1,0.174710330182208
"4",57,"calred",14,-0.851419109721138
"4",57,"encrust",15.5,-0.146073887157388
"4",57,"folred",33.5,2.05017866911897
"4",58,"brown",NA,NA
"4",58,"calred",NA,NA
"4",58,"encrust",NA,NA
"4",58,"folred",NA,NA
"4",59,"brown",NA,NA
"4",59,"calred",NA,NA
"4",59,"encrust",NA,NA
"4",59,"folred",NA,NA
"4",60,"brown",0,-0.489188924510182
"4",60,"calred",9.5,-1.53817697652451
"4",60,"encrust",6,-1.74403368303063
"4",60,"folred",25,1.0412283743621
"4",61,"brown",0,-0.489188924510182
"4",61,"calred",6.5,-1.99601555439342
"4",61,"encrust",35,3.13394885174032
"4",61,"folred",25.5,1.10057839170074
"4",62,"brown",NA,NA
"4",62,"calred",NA,NA
"4",62,"encrust",NA,NA
"4",62,"folred",NA,NA
"4",63,"brown",0,-0.489188924510182
"4",63,"calred",7,-1.9197091247486
"4",63,"encrust",17.5,0.190338701447505
"4",63,"folred",33,1.99082865178033
"5",1,"brown",0,-0.447068149736582
"5",1,"calred",7.5,-1.33225218828368
"5",1,"encrust",12,-1.5556927448369
"5",1,"folred",7,-0.971060922208716
"5",2,"brown",0,-0.447068149736582
"5",2,"calred",14.5,-0.199404340545713
"5",2,"encrust",25.5,-0.0162899763857267
"5",2,"folred",18.5,0.687727496630576
"5",3,"brown",0,-0.447068149736582
"5",3,"calred",17,0.20518417650356
"5",3,"encrust",13.5,-1.38464799278677
"5",3,"folred",16,0.327121318622034
"5",4,"brown",0.5,-0.15252913343954
"5",4,"calred",21,0.852525803782398
"5",4,"encrust",14.5,-1.27061815808669
"5",4,"folred",28,2.05803097306304
"5",5,"brown",0,-0.447068149736582
"5",5,"calred",19.5,0.609772693552834
"5",5,"encrust",23.5,-0.244349645785901
"5",5,"folred",21,1.04833367463912
"5",6,"brown",1.5,0.436548899154545
"5",6,"calred",16.5,0.124266473093705
"5",6,"encrust",14,-1.32763307543673
"5",6,"folred",14,0.0386363762152008
"5",7,"brown",3,1.32016594804567
"5",7,"calred",21.5,0.933443507192253
"5",7,"encrust",33,0.838933783864927
"5",7,"folred",14.5,0.110757611816909
"5",8,"brown",0,-0.447068149736582
"5",8,"calred",29,2.14720905834007
"5",8,"encrust",30.5,0.553859197114709
"5",8,"folred",11,-0.394091037395049
"5",9,"brown",0,-0.447068149736582
"5",9,"calred",15.5,-0.0375689337260041
"5",9,"encrust",15,-1.21360324073664
"5",9,"folred",13,-0.105606094988216
"5",10,"brown",0,-0.447068149736582
"5",10,"calred",13,-0.442157450775278
"5",10,"encrust",8.5,-1.95479716628721
"5",10,"folred",4,-1.40378833581897
"5",11,"brown",0,-0.447068149736582
"5",11,"calred",19,0.528854990142979
"5",11,"encrust",9,-1.89778224893716
"5",11,"folred",11.5,-0.321969801793341
"5",12,"brown",2.5,1.02562693174863
"5",12,"calred",25.5,1.58078513447109
"5",12,"encrust",24,-0.187334728435857
"5",12,"folred",17.5,0.543485025427159
"5",13,"brown",1.5,0.436548899154545
"5",13,"calred",24,1.33803202424153
"5",13,"encrust",23.5,-0.244349645785901
"5",13,"folred",7,-0.971060922208716
"5",14,"brown",0,-0.447068149736582
"5",14,"calred",19.5,0.609772693552834
"5",14,"encrust",30,0.496844279764666
"5",14,"folred",9.5,-0.610454744200175
"5",15,"brown",0,-0.447068149736582
"5",15,"calred",23.5,1.25711432083167
"5",15,"encrust",19,-0.757483901936293
"5",15,"folred",10.5,-0.466212272996758
"5",16,"brown",2,0.731087915451587
"5",16,"calred",16.5,0.124266473093705
"5",16,"encrust",27,0.154754775664404
"5",16,"folred",17.5,0.543485025427159
"5",17,"brown",0.5,-0.15252913343954
"5",17,"calred",18,0.36701958332327
"5",17,"encrust",19,-0.757483901936293
"5",17,"folred",10,-0.538333508598466
"5",18,"brown",0.5,-0.15252913343954
"5",18,"calred",21,0.852525803782398
"5",18,"encrust",25,-0.0733048937357703
"5",18,"folred",14,0.0386363762152008
"5",19,"brown",1.5,0.436548899154545
"5",19,"calred",22.5,1.09527891401196
"5",19,"encrust",28,0.268784610364491
"5",19,"folred",16,0.327121318622034
"5",20,"brown",NA,NA
"5",20,"calred",NA,NA
"5",20,"encrust",NA,NA
"5",20,"folred",NA,NA
"5",21,"brown",0,-0.447068149736582
"5",21,"calred",16.5,0.124266473093705
"5",21,"encrust",23.5,-0.244349645785901
"5",21,"folred",12.5,-0.177727330589924
"5",22,"brown",0,-0.447068149736582
"5",22,"calred",14,-0.280322043955568
"5",22,"encrust",23.5,-0.244349645785901
"5",22,"folred",12.5,-0.177727330589924
"5",23,"brown",1,0.142009882857503
"5",23,"calred",14,-0.280322043955568
"5",23,"encrust",16,-1.09957340603655
"5",23,"folred",12,-0.249848566191633
"5",24,"brown",1,0.142009882857503
"5",24,"calred",20,0.690690396962688
"5",24,"encrust",34.5,1.00997853591506
"5",24,"folred",19,0.759848732232285
"5",25,"brown",11.5,6.32732922509539
"5",25,"calred",20,0.690690396962688
"5",25,"encrust",35.5,1.12400837061515
"5",25,"folred",18,0.615606261028868
"5",26,"brown",0,-0.447068149736582
"5",26,"calred",16,0.0433487696838507
"5",26,"encrust",41,1.75117246146562
"5",26,"folred",10.5,-0.466212272996758
"5",27,"brown",0,-0.447068149736582
"5",27,"calred",17.5,0.286101879913415
"5",27,"encrust",35,1.0669934532651
"5",27,"folred",12.5,-0.177727330589924
"5",28,"brown",0,-0.447068149736582
"5",28,"calred",14.5,-0.199404340545713
"5",28,"encrust",28,0.268784610364491
"5",28,"folred",12,-0.249848566191633
"5",29,"brown",0,-0.447068149736582
"5",29,"calred",18,0.36701958332327
"5",29,"encrust",31,0.610874114464753
"5",29,"folred",9,-0.682575979801883
"5",30,"brown",1.5,0.436548899154545
"5",30,"calred",15.5,-0.0375689337260041
"5",30,"encrust",35.5,1.12400837061515
"5",30,"folred",9.5,-0.610454744200175
"5",31,"brown",3,1.32016594804567
"5",31,"calred",18.5,0.447937286733124
"5",31,"encrust",39.5,1.58012770941549
"5",31,"folred",7.5,-0.898939686607008
"5",32,"brown",0,-0.447068149736582
"5",32,"calred",18.5,0.447937286733124
"5",32,"encrust",25,-0.0733048937357703
"5",32,"folred",12,-0.249848566191633
"5",33,"brown",2,0.731087915451587
"5",33,"calred",18.5,0.447937286733124
"5",33,"encrust",29,0.382814445064578
"5",33,"folred",12.5,-0.177727330589924
"5",34,"brown",0,-0.447068149736582
